"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"AEL","American Equity Investment Life Holding Company","28.38","2523475897.14","n/a","United States","2003","Finance","Life Insurance","http://www.nasdaq.com/symbol/ael",
"FFG","FBL Financial Group, Inc.","71.45","1781212632.1","n/a","United States","1996","Finance","Life Insurance","http://www.nasdaq.com/symbol/ffg",
"HNI","HNI Corporation","38.7","1704956867.1","n/a","United States","n/a","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/hni",
"IPL^D","Interstate Power and Light Company","25.2701","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ipl^d",
"LEE","Lee Enterprises, Incorporated","2.1","119106512.7","n/a","United States","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/lee",
"MDP","Meredith Corporation","53.45","2383605529.4","n/a","United States","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/mdp",
"PFG","Principal Financial Group Inc","63.12","18239197742.88","n/a","United States","2001","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/pfg",
"COL","Rockwell Collins, Inc.","130.48","21241972157.84","n/a","United States","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/col",
"TNH","Terra Nitrogen Company, L.P.","80.45","1488451789.2","n/a","United States","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/tnh",
"WGO","Winnebago Industries, Inc.","42.4","1339316402.4","n/a","United States","n/a","Consumer Non-Durables","Homebuilding","http://www.nasdaq.com/symbol/wgo",
"WK","Workiva Inc.","20.2","844892310.4","n/a","United States","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/wk",
