"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"AMID","American Midstream Partners, LP","13.3","688405167.1","n/a","United States","2011","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/amid",
"AM","Antero Midstream Partners LP","31.36","5851678721.28","n/a","United States","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/am",
"AIV","Apartment Investment and Management Company","44.75","7026766720","n/a","United States","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aiv",
"AIV^A","Apartment Investment and Management Company","26.76","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aiv^a",
"BLL","Ball Corporation","41","14423182294","n/a","United States","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/bll",
"BBG","Bill Barrett Corporation","4.04","308169765.8","n/a","United States","2004","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/bbg",
"BCEI","Bonanza Creek Energy, Inc.","31.16","636589171.56","n/a","United States","2017","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/bcei",
"CCS","Century Communities, Inc.","24.4","663426288.8","n/a","United States","2014","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/ccs",
"CMG","Chipotle Mexican Grill, Inc.","314.31","8961560516.43","n/a","United States","2006","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cmg",
"XEC","Cimarex Energy Co","110.85","10561570401.45","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/xec",
"COR","CoreSite Realty Corporation","108.49","3714162310.34","n/a","United States","2010","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cor",
"COR^A","CoreSite Realty Corporation","25.8","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cor^a",
"DCP","DCP Midstream LP","32.65","4678821009.2","n/a","United States","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/dcp",
"DCT","DCT Industrial Trust Inc","58.62","5456249359.8","n/a","United States","2006","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dct",
"DGI","DigitalGlobe, Inc","35.1","2185006414.5","n/a","United States","2009","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/dgi",
"ESTE","Earthstone Energy, Inc.","11.09","654002551.93","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/este",
"HTH","Hilltop Holdings Inc.","24.9","2399041146.6","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hth",
"IPI","Intrepid Potash, Inc","4.03","524846715.51","n/a","United States","2008","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/ipi",
"JAG","Jagged Peak Energy Inc.","13.42","2857529390.1","n/a","United States","2017","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/jag",
"LVLT","Level 3 Communications, Inc.","52.77","19139245863.84","n/a","United States","2011","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/lvlt",
"MDC","M.D.C. Holdings, Inc.","32.12","1666309122.28","n/a","United States","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/mdc",
"NBHC","National Bank Holdings Corporation","33.86","907162729.5","n/a","United States","2012","Finance","Major Banks","http://www.nasdaq.com/symbol/nbhc",
"NGVC","Natural Grocers by Vitamin Cottage, Inc.","5.52","123840819.12","n/a","United States","2012","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/ngvc",
"NEM","Newmont Mining Corporation","37.89","20205657172.89","n/a","United States","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/nem",
"PLD","Prologis, Inc.","63.68","33869035840","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pld",
