"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"BKE","Buckle, Inc. (The)","15.95","779072965","n/a","United States","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/bke",
"CAB","Cabela&#39;s Inc","61.47","4237098393.51","n/a","United States","2004","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/cab",
"CAG","ConAgra Brands, Inc.","33.15","13778967758.4","n/a","United States","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/cag",
"LNN","Lindsay Corporation","90.5","967413144","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lnn",
"NNI","Nelnet, Inc.","49.45","2054144989.1","n/a","United States","2003","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nni",
"UNP","Union Pacific Corporation","115.34","92316394596.68","n/a","United States","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/unp",
"VMI","Valmont Industries, Inc.","155.6","3515149330.4","n/a","United States","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/vmi",
