"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"AEE","Ameren Corporation","58.51","14196562030.98","n/a","United States","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/aee",
"ARCH","Arch Coal, Inc.","71.15","1676335124.7","n/a","United States","2016","Energy","Coal Mining","http://www.nasdaq.com/symbol/arch",
"BDC^B","Belden Inc","108.5869","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bdc^b",
"BDC","Belden Inc","79.66","3369565743.04","n/a","United States","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/bdc",
"BBW","Build-A-Bear Workshop, Inc.","9.05","145104686.35","n/a","United States","2004","Consumer Services","Recreational Products/Toys","http://www.nasdaq.com/symbol/bbw",
"CAL","Caleres, Inc.","29.62","1272648625.1","n/a","United States","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/cal",
"CNC","Centene Corporation","92.22","15905704719.66","n/a","United States","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/cnc",
"CORR","CorEnergy Infrastructure Trust, Inc.","33.59","399814346.61","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/corr",
"CORR^A","CorEnergy Infrastructure Trust, Inc.","25.65","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/corr^a",
"CEQP","Crestwood Equity Partners LP","24.35","1696604756","n/a","United States","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ceqp",
"DST","DST Systems, Inc.","53.88","3260216460.84","n/a","United States","1995","Technology","EDP Services","http://www.nasdaq.com/symbol/dst",
"EMR","Emerson Electric Company","63.44","40602844439.04","n/a","United States","n/a","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/emr",
"ENR","Energizer Holdings, Inc.","45.75","2832171638.25","n/a","United States","2015","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/enr",
"EPC","Energizer Holdings, Inc.","73.62","4194228504.78","n/a","United States","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/epc",
"EPR","EPR Properties","69.97","5154120764.02","n/a","United States","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/epr",
"EPR^C","EPR Properties","28.05","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^c",
"EPR^E","EPR Properties","36.318","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^e",
"EPR^F","EPR Properties","25.819","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^f",
"ESE","ESCO Technologies Inc.","57.85","1494450735.7","n/a","United States","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ese",
"FGP","Ferrellgas Partners, L.P.","5.33","517823704.45","n/a","United States","1994","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/fgp",
"FELP","Foresight Energy LP","4.3","612276423.8","n/a","United States","2014","Energy","Coal Mining","http://www.nasdaq.com/symbol/felp",
"FF","FutureFuel Corp.","15.3","669374541","n/a","United States","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ff",
"GXP","Great Plains Energy Inc","30.24","6521463234.72","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/gxp",
"HRB","H&R Block, Inc.","26.75","5592353849.75","n/a","United States","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/hrb",
"KSU","Kansas City Southern","107.74","11358077071.28","n/a","United States","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/ksu",
"KSU^","Kansas City Southern","28","0","n/a","United States","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/ksu^",
"LEG","Leggett & Platt, Incorporated","46.76","6185669605.92","n/a","United States","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/leg",
"MON","Monsanto Company","119.77","52617719662.41","n/a","United States","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mon",
"BTU","Peabody Energy Corporation","29.52","2958603653.52","n/a","United States","2017","Energy","Coal Mining","http://www.nasdaq.com/symbol/btu",
"POST","Post Holdings, Inc.","86.15","5699420208.7","n/a","United States","2012","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/post",
"RZA","Reinsurance Group of America, Incorporated","28.25","0","n/a","United States","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/rza",
"RZB","Reinsurance Group of America, Incorporated","28.04","0","n/a","United States","2016","Finance","Life Insurance","http://www.nasdaq.com/symbol/rzb",
"RGA","Reinsurance Group of America, Incorporated","136.7","8816308748.2","n/a","United States","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/rga",
"SR","Spire Inc.","74.1","3576216200.7","n/a","United States","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/sr",
"SF","Stifel Financial Corporation","50.9","3476971619.5","n/a","United States","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sf",
"SF^A","Stifel Financial Corporation","27.27","0","n/a","United States","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sf^a",
