"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"APEI","American Public Education, Inc.","19.275","313192536","n/a","United States","2007","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apei",
"CHCO","City Holding Company","68.49","1069624014.21","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chco",
"PDCE","PDC Energy, Inc.","46.52","3064060315.32","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pdce",
"PFBI","Premier Financial Bancorp, Inc.","20.97","223515015.03","n/a","United States","1996","Finance","Major Banks","http://www.nasdaq.com/symbol/pfbi",
"SMMF","Summit Financial Group, Inc.","25","310663850","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/smmf",
"UBSI","United Bankshares, Inc.","35.7","3747143292.9","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ubsi",
"WSBC","WesBanco, Inc.","39.39","1734394285.65","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wsbc",
