"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"ALEX","Alexander & Baldwin Holdings, Inc.","44.97","2210789597.04","n/a","United States","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/alex",
"BOH","Bank of Hawaii Corporation","81.49","3473423892.72","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/boh",
"CPF","CPB Inc.","30.54","929612770.98","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cpf",
"HE","Hawaiian Electric Industries, Inc.","33.48","3642138071.28","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/he",
"HE^U","Hawaiian Electric Industries, Inc.","27.6","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/he^u",
"MATX","Matson, Inc.","26.35","1136360614","n/a","United States","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/matx",
"MLP","Maui Land & Pineapple Company, Inc.","13.25","252961142.75","n/a","United States","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/mlp",
