"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"MU","Micron Technology, Inc.","36.07","40184354632.38","n/a","United States","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mu",
"PETQ","PetIQ, Inc.","25.36","545005952.56","n/a","United States","2017","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/petq",
"ECOL","US Ecology, Inc.","52.575","1147650158.925","n/a","United States","n/a","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/ecol",
