"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"AAON","AAON, Inc.","33.3","1751700612.6","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aaon",
"AEY","ADDvantage Technologies Group, Inc.","1.411","14381256.284","n/a","United States","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/aey",
"AHGP","Alliance Holdings GP, L.P.","26.56","1589961280","n/a","United States","2006","Energy","Coal Mining","http://www.nasdaq.com/symbol/ahgp",
"ARLP","Alliance Resource Partners, L.P.","18.55","2424563225.35","n/a","United States","1999","Energy","Coal Mining","http://www.nasdaq.com/symbol/arlp",
"BANF","BancFirst Corporation","54.15","3445936835.4","n/a","United States","1993","Finance","Major Banks","http://www.nasdaq.com/symbol/banf",
"BANFP","BancFirst Corporation","26.85","26850000","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banfp",
"BKEP","Blueknight Energy Partners L.P., L.L.C.","5.85","223376253.75","n/a","United States","2011","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/bkep",
"BKEPP","Blueknight Energy Partners L.P., L.L.C.","7.63","230110262.97","n/a","United States","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/bkepp",
"BOKF","BOK Financial Corporation","84.89","5553198450.67","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bokf",
"BOKFL","BOK Financial Corporation","25.4041","0","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bokfl",
"CCLP","CSI Compressco LP","4.9","173926053.7","n/a","United States","2011","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/cclp",
"EDUC","Educational Development Corporation","10.25","41936173.5","n/a","United States","n/a","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/educ",
"GPOR","Gulfport Energy Corporation","14.06","2570940189.26","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gpor",
"TUSK","Mammoth Energy Services, Inc.","15.92","708475390.16","n/a","United States","2016","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/tusk",
"MTRX","Matrix Service Company","14.775","394823341.8","n/a","United States","1990","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/mtrx",
"ROBO","ROBO Global Robotics and Automation Index ETF","38.43","176778000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/robo",
"SONC","Sonic Corp.","24.63","1029763428.45","n/a","United States","1991","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/sonc",
"OKSB","Southwest Bancorp, Inc.","26.5","495155123.5","n/a","United States","1993","Finance","Major Banks","http://www.nasdaq.com/symbol/oksb",
"FLAG","WeatherStorm Forensic Accounting Long Short ETF","39.01","15604000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/flag",
