"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"ALOT","AstroNova, Inc.","12.85","86639403.1","n/a","United States","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/alot",
"CWAY","Coastway Bancorp, Inc.","19.805","86992294.005","n/a","United States","2014","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cway",
"HAS","Hasbro, Inc.","96.14","12025295127.34","n/a","United States","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/has",
"KVHI","KVH Industries, Inc.","11.7","199932010.2","n/a","United States","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/kvhi",
"SUMR","Summer Infant, Inc.","1.96","36435047.6","n/a","United States","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/sumr",
"WASH","Washington Trust Bancorp, Inc.","55.65","957778237.5","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wash",
