Symbol,Name,LastSale,MarketCap,ADR TSO,Country,IPOyear,Sector,Industry,Summary Quote
CFR,"Cullen/Frost Bankers, Inc.",90.99,5844269957,n/a,United States,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cfr
CFR^A,"Cullen/Frost Bankers, Inc.",25.2899,0,n/a,United States,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfr^a
SRF,Cushing Energy Income Fund (The),8.51,21062156.39,n/a,United States,2012,n/a,n/a,http://www.nasdaq.com/symbol/srf
CVI,CVR Energy Inc.,24.52,2129097346,n/a,United States,2007,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvi
UAN,"CVR Partners, LP",3.38,382896448.7,n/a,United States,2011,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/uan
CVRR,"CVR Refining, LP",9.1,1343160000,n/a,United States,2013,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvrr
DHI,"D.R. Horton, Inc.",36.9,13811043992,n/a,United States,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/dhi
DAR,Darling Ingredients Inc.,18.26,3006640600,n/a,United States,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/dar
DF,Dean Foods Company,10.5,954609327,n/a,United States,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/df
DNR,Denbury Resources Inc.,1.21,487685571.7,n/a,United States,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dnr
DO,"Diamond Offshore Drilling, Inc.",13.27,1821002171,n/a,United States,1995,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/do
DPS,"Dr Pepper Snapple Group, Inc",88.74,16126251032,n/a,United States,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/dps
DRQ,"Dril-Quip, Inc.",43,1627037870,n/a,United States,1997,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/drq
DYN.WS,Dynegy Inc.,n/a,0,n/a,United States,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dyn.ws
DYNC,Dynegy Inc.,67.25,0,n/a,United States,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dync
DYN,Dynegy Inc.,9.74,1279570556,n/a,United States,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dyn
DYN^A,Dynegy Inc.,32.5901,0,n/a,United States,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dyn^a
EXP,Eagle Materials Inc,105.82,5132054127,n/a,United States,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/exp
EP^C,El Paso Corporation,49.5,0,n/a,United States,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ep^c
EE,El Paso Electric Company,54.65,2218336624,n/a,United States,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ee
ELVT,"Elevate Credit, Inc.",6.14,255997924.2,n/a,United States,2017,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/elvt
EMES,Emerge Energy Services LP,9.17,276482670.9,n/a,United States,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/emes
EEQ,Enbridge Energy Management LLC,14.65,1282892779,n/a,United States,2002,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eeq
NDRO,Enduro Royalty Trust,3.65,120450000,n/a,United States,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ndro
ETE,"Energy Transfer Equity, L.P.",17.33,18702276570,n/a,United States,2006,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ete
ENLK,"EnLink Midstream Partners, LP",16.18,5635268742,n/a,United States,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enlk
EBF,"Ennis, Inc.",19.35,491819627.3,n/a,United States,n/a,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/ebf
EZT,Entergy Texas Inc,25.96,0,n/a,United States,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ezt
EPD,Enterprise Products Partners L.P.,25.9,55658740223,n/a,United States,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/epd
EOG,"EOG Resources, Inc.",94.55,54597719651,n/a,United States,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eog
EPE,EP Energy Corporation,3.06,782733679.2,n/a,United States,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/epe
ERA,"Era Group, Inc.",10.82,230243832.9,n/a,United States,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/era
XCO,EXCO Resources NL,1.45,31393445.4,n/a,United States,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/xco
XOM,Exxon Mobil Corporation,79.92,3.38629E+11,n/a,United States,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/xom
FCFS,"First Cash, Inc.",61.5,2934778155,n/a,United States,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fcfs
FTK,"Flotek Industries, Inc.",5.36,307303379.2,n/a,United States,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ftk
FLS,Flowserve Corporation,42.63,5569076113,n/a,United States,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/fls
FLR,Fluor Corporation,40.93,5726053586,n/a,United States,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/flr
FOR,Forestar Group Inc,17.3,725471192.3,n/a,United States,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/for
FET,"Forum Energy Technologies, Inc.",14.55,1405246290,n/a,United States,2012,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/fet
GME,Gamestop Corporation,20.01,2027156272,n/a,United States,2002,Consumer Services,Electronics Distribution,http://www.nasdaq.com/symbol/gme
GEL,"Genesis Energy, L.P.",25.8,3162543824,n/a,United States,1996,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/gel
GPI,"Group 1 Automotive, Inc.",69.34,1446098875,n/a,United States,1997,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/gpi
HK.WS,Halcon Resources Corporation,n/a,0,n/a,United States,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hk.ws
HK,Halcon Resources Corporation,6.42,963490237.6,n/a,United States,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/hk
HAL,Halliburton Company,44.25,38568096893,n/a,United States,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/hal
HYH,"Halyard Health, Inc.",46.07,2155695830,n/a,United States,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/hyh
HHS,"Harte-Hanks, Inc.",0.9125,56552897.43,n/a,United States,1993,Technology,Advertising,http://www.nasdaq.com/symbol/hhs
