Symbol,Name,LastSale,MarketCap,ADR TSO,Country,IPOyear,Sector,Industry,Summary Quote
CALX,"Calix, Inc",4.9,246508533.6,n/a,United States,2010,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/calx
ELY,Callaway Golf Company,14.12,1332530127,n/a,United States,1992,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/ely
CBG,"CBRE Group, Inc.",37.18,12564431442,n/a,United States,2004,Finance,Real Estate,http://www.nasdaq.com/symbol/cbg
CVX,Chevron Corporation,117.29,2.22265E+11,n/a,United States,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvx
CLX,Clorox Company (The),129.83,16756964783,n/a,United States,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/clx
COO,"Cooper Companies, Inc. (The)",239.77,11736559275,n/a,United States,n/a,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/coo
CLGX,"CoreLogic, Inc.",45.84,3864710625,n/a,United States,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/clgx
CFC^B,Countrywide Financial Corporation,25.9,0,n/a,United States,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfc^b
CUB,Cubic Corporation,51.65,1401108207,n/a,United States,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cub
DVA,DaVita Inc.,57.49,10992088000,n/a,United States,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dva
DECK,Deckers Outdoor Corporation,63.54,2033192315,n/a,United States,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/deck
DLR^H,"Digital Realty Trust, Inc.",26.87,0,n/a,United States,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^h
DLR^J,"Digital Realty Trust, Inc.",24.87,0,n/a,United States,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^j
DLR^C,"Digital Realty Trust, Inc.",27.36,0,n/a,United States,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^c
DLR,"Digital Realty Trust, Inc.",114.51,23517015575,n/a,United States,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dlr
DLR^I,"Digital Realty Trust, Inc.",26.85,0,n/a,United States,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^i
DLR^G,"Digital Realty Trust, Inc.",25.34,0,n/a,United States,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^g
DIN,"DineEquity, Inc",41.04,738670834.1,n/a,United States,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/din
DLB,Dolby Laboratories,58.18,5936550884,n/a,United States,2005,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dlb
DBL,DoubleLine Opportunistic Credit Fund,24,356655048,n/a,United States,2012,n/a,n/a,http://www.nasdaq.com/symbol/dbl
DEI,"Douglas Emmett, Inc.",38.88,6332589876,n/a,United States,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dei
DCO,Ducommun Incorporated,31.1,352032282.6,n/a,United States,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/dco
ELF,"e.l.f. Beauty, Inc.",19.28,888811875.3,n/a,United States,2016,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/elf
EIX,Edison International,78.28,25504501206,n/a,United States,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eix
